,Unnamed: 0,saudi-line
9520,9805,وهوا يبتسم بالم ويطالع فيها
9521,9806,رفعت عيونها وطالعت فيه بس ما اتكلمت
9522,9807,انا حاعطيكي فرصه تفكري فيها اذا كنتي تبيني انا وحاخد رايك عن قريب وخرج من الغرفه بسرعه ومن بعدها من البيت قعدت مكانها مصدومه معقوله يسوي كدا يخيرني بينه وبين ليه سوي فيني كدا حرام عليه انا قدرت اختار مره ليه يجبرني اختار تاني انا قلبي مايقوي مايقوي ملكه واحد ومن بعده ما يقدر يهوي كيف اختار كيف مستحيل
9523,9808,في نفس الوقت كان داخل بيت وخبط في اللي كان خارج من البيت بسرعه وطيح العصايا اللي كان بيمشي بيها عشان رجله
9524,9809,انصدم من وجود اما فطالع فيه بنظرات احتقار وركب سيارته وراح
9525,9810,بقهر كبير حيوان مايفهم ايش قلت له وبرضه جي هنا تاني اكيد جي يقابل حبيبه القلب اخ بس اخ
9526,9811,دخل البيت وشاف طالعه علي الدرجه ومسرحه
9527,9812,وهوا يصك علي اسنانه ويتكلم بقهر ها اكييد مبسوطه شفتي حبيب القلب وزوج المستقبل
9528,9813,انصدمت لمن سمعت الصوت والتفتت وشافت يكلمها بكل قهرر وحست نفسها بتطيح في الارض في يوم واحد وفي وقت واحد وماقدرت تسوي شي غير انها تجري لغرفتها وتقفل الباب وراها خلاص ماتبا تشوفهم هما الاتنين ماتباهم ماتباهم
9529,9814,حز في قلبه اللي صار معاه وانه ماتبا تكلمه وراحت وسابته فشال نفسه وخرج من البيت وهوا يتوعد في وانه مستحيل يخليه يسوي اللي يبغاه وانه لازم بيحقق اللي في باله لو ايش صار
9530,9815,بعـد كـم يـوم
9531,9816,كان نازل من شقته رايح يتسوق ويشتري له كم شي ناقصه وهوا نازل في الدرج
9532,9817,وهوا يلتفت لمكان الصوت هلا
9533,9818,وهوا يسلم علي وش اخبارك يارجال
9534,9819,بخير انتا كيفك
9535,9820,انا تمام ولله الحمد وينك ماتنشاف ولا كاننا جيران ولا شي
9536,9821,ه والله مشاغل تدري دوبي جديد هنا ولسه ما استقريت مظبوط
9537,9822,ايه الله يعينك يارب
9538,9823,امين الجميع
9539,9824,وش فيك نازل بالدرج ليه ماتنزل بالمصعد
9540,9825,ه قلت اسوي شويه رياضه عاد تعرف انا انسان رياضي واحب احافظ علي رشاقتي
9541,9826,ه اذا علي الرشاقه فانتا رشيق وجسمك تمام ماعليه كلام
9542,9827,ه عاد تدري لززوم المحافظه برضوو
9543,9828,الله يسعدك ياشيخ اقوول طلبتك قل تـم
9544,9829,ه وش فيك يارجال
9545,9830,طلبتك طلب قل فيها تم
9546,9831,بحيره تـم بس ليـه
9547,9832,بغيتك تجي تتعشا عندنا اليوم
9548,9833,لا خليها مره تانيه
9549,9834,لا مافي انا لزمت عليك وانت قلت تم والتم عن الف يمين
9550,9835,خلاص ولايهمك
9551,9836,يالله عن اذنك الاهل ينتظروني
9552,9839,في امان الله
9553,9840,كانت بتحترق مكانها اول مره تدري انه اخوها يصير صاحب ولا كمـان عزمـه علي العشا في بيتهـم راحت مع اخوها وهيا تفكر وبللي غيره فيها كانت مبسوطه لعلاقه باخوها بس في شي منغص عليها واللي هيا الدبله اللي اول مره تلاحظها في يد فقالت في قلبها معقوول يكوون خاطب او متزوج لالالا لاء
9554,9841,قفلت الدفتر وعلي وجهها احلي ابتسامه هالدفتر صار غالي عندها مره كل يوم لازم تفتحه وتقري من تحف وابداع كانت كل ماتشتاق له وماتقدر تكلمه تجي لدا الدفتر وتقري فيـه لانه يحسسها بحب الكبير لها بالحب اللي هيا مستغربه كيف استمر كل ديك السنوات حب غريب اتمسك فيه برغم كل اللي سوته فيه حب في البدايه كان من طرف واحد وظل في بال انه من طرف واحد صحيح انه حبت لكن ماحبته ولو ربع الحب اللي حبها هوا في البدايه يعني اتعودت بس علي انه انسان حبها ويتمناها من بد كل الناس فصار عندها شعوور بسيط ناحيته يمكن يكون اعجاب بشخصيته وصموده لانه ظل صامد بحبها برغم كل الصدود اللي حطتها في وجهه ويمكن يكون حب خفي ماقدرت تعرف عنه الا لمن كبرت ونضج تفكيرها بس دحـين هادا الحب صار حب حقيقي لانه دحيـن عرفت وعرفت طباعه واكتشفت فيه اشياء ماكانت تعرفها دحين عاشت معاه وعاش معاها وصارو حبايب عن قرب وصاروا لبعض ومستحيل يفرق بينهم اي شي يعني دحين حبت لشخصه ولانه حبيبها وزوجها وهيا مقتنعه فيه وهوا حبها لانها مناه اللي اتمناه طـول حياته وزاد هالحب حب اكبر منه من يوم ماصار قريب منها واكتشف شخصيتها الحلوه المحببه لنفسه ولنفس اي انسان
9555,9842,فـي مكـان تـاني وفي زمـن تـاني وفي عـالم تانــي
9556,9843,الصبح كـانوا قـاعدين يمشووا وهما مبسوطيـن
9557,9844,خلاص يلا خلينا نرجع الفندق
9558,9845,لا بش شويه تعال شوف هناك في محل شكله فيه اشياء حلووه
9559,9846,وهوا يرفع يدينه المحملـه بالاكيااس الكتيره مايكفي كل دي الاشياء الحلوه
9560,9847,وهيا تجره من يده لاء تعال
9561,9848,اتحرك معاها وهوا يضحك اكتشف في شي في هالكم يوم طلعت اكبـر مسرفه في الدنيا ماتخلي شي الا وتشتريـه اشترت كل اللي وناويه تخلص علي اللي في برغم انه مو احسن من اللي اشترته من بس ايش تسوي في المسرفين لازم يشتروا كل شي تطيح عليه عينهم تري انا وحده منهم ه
9562,9849,وبعـد نـص سـاعه
9563,9850,بتعب قلبـي والله تعبـت ايش رايك نروح الفنـدق نستريح شويتين
9564,9851,بنعوومه حبيبي تعبتك معايا اليوم
9565,9852,استغل تعاطفها معاه فمسكها من يدها ومشاها قبل ماترجع تدخل محل من المحلات تعبك عسل علي قلبـي بس لاتكتري من العسـل عشان لا يجيني السكرر
9566,9853,ه بعيد الشر عنك طيب بنروح ولا برجلنا زي امـس
9567,9854,لا مافيا حيل مره وبعد مارجعوا الفندق بسـاعه قلبـي وينك من بعيد انا هنا يروح لمكان الصوت يشوفها قاعـده في البلكونه وبتتفرج علي العـالم وهوا يجي لجهتها ويمسد بيده بحنيه علي شعرها مبسوطه قلبي وهيا تلتفت له وتبتسم بحب مدام انا معاك اكيد بكون مبسوطه يبتسم الله يقدرني واسعدك كمان وكمان والله يقدرني انا كمان
9568,9855,ابتسم وماعلق وقعد يتامل معاها المنظروبعد ثواني من الصمت بابتسامه حلوه عجبك موقع الفنـدق اييوه مره خطير غير كدا الفندق نفسه مرره فخـم وحلوو احس كاني في قصر من القصور الملكيه طبعا اصلا فندق مشهوور انه افخم فندق في
9569,9856,طيب بنقعد هنا كتير لا كمان يومين وبنروح مكان تاني لا خلينا نقعد اسبوع ولا شي خلاص تعبت كل شويه نتنقل من مكـان لـ مكان باستنكار يابكاشه فين من مكـان لـ مكان مارحنا الا وهادا تاني مكان وبعدين لسه ماشفتي شي انا مرتب اموري علي تنقـل خطير في اجمل مدن العالم لمده شهر
9570,9857,بدلع صراحه اقدر لك هالمبادره الحلوه بس انا معارضه باستغراب ليه هادا وانا متوقع انك بتنسبطي صراحه السفر والتنقل تعب وفرق التوقيت بين بلده وبلده يتعب اكثر
9571,9858,معليـه هادا كله يهون في سبيل سعادتنا طيب سعادتنا ماتجي الا بالتنقل من مكان لمكان خلاص خلينا ونروح الجزر اللي حولينها
9572,9859,بتفكير ام مدري بنشوف بعدين المهم دحين جهزي نفسك رايحيين لمكان خطير وبيعجبك بالله فين بنرروح رايحين ايش
9573,9860,جزيره خطيره وبتعجبك اكيد اها طيب متي بنروح
9574,9861,ه ايش عرفك بدا المكان مو تقولي ماجيتي هنا قبل كدا
9575,9862,ايوه بس وحده حرمه عربيه شفتها اليوم في السوق نصحتني اروحها تقول انه هادي المنطقه مركز التجاره وفيها اشياء حلوه ومدري ايش
9576,9863,ه هوا انتي لسه ماشبعتي من الاسواق الين دحين خلاص ماكفاكي اللي اشترتيه جينا بشنطتين ودحين صاروا خمسه
9577,9864,ه لا مو عشان كدا والله بس الادميه قالت لي انه في هناك اكبر نافوره في العالم مساحه فحابه اشوفها
9578,9865,وهوا يدفها ويدخلها جوه الغرفه والله انتي مره كلامك كتير امشي اللبسي وبعدين نتفاهم علي موضوع هادي
9579,9866,وهيا تضحك ه طيب طيب لاتدف
9580,9867,وبعــد سـاعتيـن يعني ع الساعه كانوا موجودين علي جزيره اللي هيا عباره عن غابه من الاشجار يجوبها قطار يوقف في محطاات مختلفه وكل محطه تاخذك لعالم ساحر
9581,9868,بصدمه بتركبني هالشي
9582,9869,وهوا يكتم ضحكته ه ايوه ليه ايش به
9583,9870,وهيا تطالع في القطاار العالي اللي يمشي في مسار علوي ومو علي الارض لالالالالا مستحيل فرضا طاح فينا لالالا محا اركبه
9584,9871,ه والله انك وحده خوافه والله روعه القطار بتشوفي الجزيره من فوق مرره شي حلوو
9585,9872,بعناد لالالا مستحيل محا اركبه
9586,9873,وهوا يحاول يقنعها بلا هبل عارفه هالقطار يوقفك في محطات خطيره منها محطه والله اشياء بتجنك لاتفوتيها
9587,9874,بعناد اكبر واكبر مايهمني ماني مفرطه في حياتي ماني راكبته يعني ماني راكبه
9588,9875,وهوا يطالع فيها بقهر بتركبيه غصب عنك
9589,9876,والله ما اركبه
9590,9877,تتحديني
9591,9878,ايوه اتحداك
9592,9879,طيب واتحرك قدامها وراح وسابها واختفا بين الجموع وهيا واقفه مستغربه منه بس ماعبرته وتقول في نفسها ايش بيسوي يعني ماني راكبه يعني ماني راكبه وشويه الا ورجع وهوا يبتسم ابتسامه شاقه الوجه اللي تسميها اللابتسامه الصفرا ه
9593,9880,وهيا ترجع علي وري بصدمه ايش دا
9594,9881,وهوا يوريها الحيـه الكبيره اللي في يده ثعبان ايش رايك اصورك معاه
9595,9882,برعب واه يمه بعدها عني روح بعيد
9596,9883,وهوا يقرب ويعانده لالا خدي امسكيها مره حلو ملمس جلدها
9597,9884,وهيا تنقز وتبعد الله يخليك لاتسوي فيني كدا
9598,9885,وهوا يوجه راس الحيه علي جهه شووفي كيف تطلع لسانه
9599,9886,كانت الحيه تطلع لسانها وتطلع صوت مخيف رعب قلب
9600,9887,وهيا تغمض عينها من الخوف وبقوه حاركب والله حاركب بب
9601,9888,وهوا يبتسم ابتسامه النصر قلت لك غصب عنك
9602,9889,ركبت مع القطارواكتشفت انه مايخوف وبالعكس مره حلو وانبسطت مره بالمحطات اللي كل شويه يوقف عندها القطار ونسيت خوفها اللي ماكان له داعي
9603,9890,وفي هالوقت دحين هما في محطه الاسد اللي كانت علي شكل راس اسد وجسم سمكه واللي دخلوا جوته وشافوا الجزيره من خلال فمـه واللي كانت في داك الوقت بتمطركانوا واقفين يتفرجوا وهما مبسوطين كانت لابسـه جاكيت طوويل كحلـي يوصل لنص ساقها ولابسه من تحته بنطلون كحلي واسع شوي وعليها طرحه مخططه بخطوط رفيعه بالكحلي ولابسه ونظاره شمسيه حلوه
9604,9891,كان لابس بنطلون وعليه بلوزه بيضه وجاكيت اسود بس مو لابسه حاطه علي ضهره ورابطه حول رقبته ونظاره شمسيه حاطها علي راسها ورافعه شويه من شعره الطويل نوعا ما ومخليه خصلتين من الطرف نازله علي وجهه
9605,9892,اله روعه المنظر
9606,9893,وهوا يضمها له بيده بشكل خفيف هادا المنظر يسمي منظر
9607,9894,وهيا تلتفت له حبيبي
9608,9896,اطلب منك طلب
9609,9897,اكيد حبي امري
9610,9898,بتردد لو قلت لك عشان خاطرري اوسكتت
9611,9899,وهوا يحثها علي الكلام عشانك خاطرك ايش
9612,9900,وهيا تبتسم فجئه بخبث ارمي نفسك من هنا ه تسويها ولالا
9613,9901,بصدمه وي تبي تموتيني افا واهون عليك ماهقيتها وربي
9614,9902,ه ه لا ما اتهون وربي بس خليني اشوف ليا خاطر عندك ولالا
9615,9903,وهوا يبتسم ه طيب لو رميت نفسي عشان خاطرك ياختي ايش بتسوي انتي من بعدي ها قوليلي اذا حيه ومتي رعب منها وقطار قعدتي ترتجفي ساعتين بس عشان تركبيه ه كيف بتقدري ترجعي لاهلك وتدبري امورك في هالبلد
9616,9904,وهيا ترفع حاجبينها بدهشه وليه مين قلك اني برجع لاهلي
9617,9905,وي ليه لا تقوليلي انك بتعيشي هنا من بعدي ويمد شفايفه زي الاطفال كيف راح تقدري تتحملي ذكرياتنا في هالمكان
9618,9906,وهيا تمسكه بيدينها من اياقه القميص حقه وتقربه من وجهها وتتكلم بصوت هادئ بس بقوه عاصفه علي قلب اصلا انا محا استني ولا لحظه من بعدك برمي نفسي من بعدك علي طول كيف تتوقع اعيش في دنيا انتا مو فيها
9619,9907,قعد ساكت ويطالع في عيونها بعدم تصديق
9620,9908,باستغراب ايش بك
9621,9909,والفرح باين في عيونه من جد انا غالي عندك كدا
9622,9910,انصدمت من رده ليه تقول كدا عندك شك في غلاك في قلبي مصييبه لو ما اتاكدت الين دحين
9623,9911,بفرح لاحياتي لاتفهميني خطا بس لاني وتاه الكلام منه وبعد صمت ثواني مر علي الحايره من كلامه سنين تصدقي لو قلت لك اني الين دحين ماني مصدق انك معايا وبتقوليلي هالكلام احس اني في حلـم من احلامي اللي كنت اتمناها طوول عمري واتمني انها تتحقق ماني مصدق انها اتحققت ماني مصدق
9624,9912,ابتسمت له بحب بعد ما ارتاح قلبها كانت خايفه انه يكون يشك في غلااه في قلبها ودا شي مستحيل ترضاه ياربي عليك حبيبي لا صدق انا لك ومعاك طول العمر ومن اليوم ورايح احلامنا بنبنيها ونحققها مع بعض
9625,9913,وهاو يمسك يدينها اموت فيك حياتي
9626,9914,وهيا تبتسم بخجل وانا اموت فيك اكثر
9627,9915,ابتسم لها بحب الله يخليك ليا ولايحرمني منك
9628,9917,ابتسموا لبعض ورجع ضم له وقعدوا يتفرجوا علي المنظروبعد فتره بسيطه
9629,9918,وهوا يلف حول نفسه وياشر لها علي مكان شووفي هناك في اماكن فيها اشياء تذكاريه حلووه تعالي خلينا نروح نلحق نشوفها لانه القطار حايتحرك بعد شويه حانروح محطه تانيه
9630,9920,وبعـد ما جا الليل وقضوا احلي الاوقات علي الجزيره علي الساعه
9631,9921,وهيا تنهد اه ياربي يجنن المكان
9632,9922,يبتسم لانك فيه
9633,9923,ما استوعبت ايش
9634,9924,وهوا يقرب من اذنها قال بهمس قلت يجنن المكاان لانك فيه
9635,9925,ابتسمت بخجل عيونك اللي تجنن حبيبي
9636,9926,وهوا يقرصها في خدها المتورد الين دحين تستحي مني ااه منك انتي بس
9637,9927,وهيا تضيع الموضوع طيب ودحين علي فين
9638,9928,وهوا يحط يده علي بطنه علي المطعم انا جيعان بموت من الجوع
9639,9929,ه اي والله ما اكلنا شي من الصبح
9640,9930,انتي السبب اقولك خلينا نتغدي تقولي لالالا مانبغا
9641,9931,خطا ماقلت مانبغا قلت ما ابغا
9642,9932,مافرقت
9643,9933,الا تفرق كيف ماتفرق
9644,9934,وهوا يقرصها في يدها لاني انا وانتي واحد ياهبله
9645,9935,وهيا تحط يدها محل ماقرصها اي كم مره اقولك ما احب هادي الحركه
9646,9936,وهوا يرجع يقرصها مره تانيه ايت حركه تقصدي هادي
9647,9937,بقهر
9648,9938,وهوا يمسكها من يدها ه اقول امشي بس امشي
9649,9939,وبعـدما رجعوا بيتهـم راحت للغرفتها وهيا تفكر ايش تسووي وكيف تتصرف تعبان وراحته بيـدها مستحيل تخليه يعاني اكثر من كدا
9650,9940,وبعـد مارجـع الكـل بيتـه ونــام من بعد هالليلــه اللي كانت في نظر الكل اكثر من رائــعه
9651,9941,كان لسه في كذا بطل من ابطال قصتنا صاحيين ومجافي عينهم النوم ومنهم اللي قضوا ليلتهم وهما يتكلموا بالتيلفون
9652,9942,اللي كانت بايته في غـرفتـها المخصصه اللي مسويتلها هيا عمتها في بيتها كانت جالسه سرحانه تفكـر بشكـل لمن كان قاعـد يرقص وكيف كانت البسمه ماتفارق شفاته وهيا اللي ناادرا تلمح ابتسامته الحلوه هادي فجئـه
9653,9943,ماما التفت بدهشه لمكان الصوت وشافت وهوا واقف يبكي وشكله مبهدل قميص بجامته من جهه طالع من البنطلون ومن الجهه التاني مجعك وكم مرفوع لوسط يده والتاني نازل لوسط كفـه وشعره مخربش وحالته تبين انه دوبه صاحي من النوم بس ايش دا النوم اللي كان نايمه حرب ولا معركه
9654,9944,قامت بسرعه وراحت لجهته
9655,9945,حبيبي وش فيك
9656,9946,وهوا يبكي ويرمي نفسه في حضنها ماما انا شفت ماما جاتني في النووم تقول انا اهبك يامحمد ماما انا ابا ماما انا هئ هئ وقعد يبكي بشكل يقطع القلب
9657,9947,عورها قلبها لمن سمعت اسم وحست بسكينه تطعن في قلبها كيف تناست صديقه عمرها وقعدت تفكر بزوجها قبل شويه بس نفضت هالافكار من راسها لمن شافت شكل اللي يقطع القلب وقاعد يرتجف من الخوف والبكا
9658,9948,بخوف عليه وهيا تضمه لصدرها بقوه طيب حبيبي لاتبكي اش اش
9659,9949,ومع محاولتها المتكرره لتهدئتـه نام في حجرها وهوا يحس بالعطف والحنان وانه لو احتاج احد مابيلقي احد يهتم فيه قد
9660,9950,قعدت تشوفه وجهه البريء وتبكي علي حاله مسكين يفتقد امـه كثيرر وخصوصا بعد ما اكتشف قبل فتره الصور اللي في غرفه ابوه وعرف انها صور لامـه الله يعينــه حرام طفل في عمره يتعذب علي فقدان امــه اه الله يرحمك الله يرحمك يالغاليــه رحتي وتركتينا كلنا في عذاب من بعـدك
9661,9951,انتبهت انه الوقت متاخر وانه اذان الفجر بيكون بعد شويـه فقررت تصلي لها ركعتين احسن من هالتفكير وقامت وهيا مقرره انها تودي غرفتـه قبل ما ابوه يصحا ولا اي احد ينتبه لغيابه
9662,9952,راحت وهيا شايله لقسم دخلته بكل هدوء عشان لا احد يحس بوجودها ودخلت غرفـه اللي كانت مفتـوحه وحطت علي سريره وغطته مظبووط وقرات عليه عشان لايخاف لو صحي مره تانيه خرجت من الغرفه بكـل هدوء زي مادخلتها
9663,9953,وانصدمت اللي كان خارج من غرفــته ورايح يصلـي الفجر في المسجد وكان لابس ثوب وشكله خارج وبيقفل ازرار كمه ومو منتبه لوجودها انصدمت من وجوده واتصنمت وماعرفت ايش تسوي
9664,9954,وهوا بيمشي شم ريحه عطرر نسائي اتغلغل في شعبه الهوائيه بكل انسيابيه فرفع راسه بدهشه من مصدر هالريحه وشافها واقفه في الركـن جمب بابا غرفه واقفه بطريقه مصدومه وخصلات شعرها البني كانت محايطه وجهها الجميـل ارتجف قلب من هالمنظر وماعرف ايش يسوي لكن ماحس علي نفسه الا وهوا يخرج من البيت بسرعه ويوصل للسيارته وهوا متنرفز ومعصـب علي الاخر
9665,9955,بعصبيههادي ايش جابها في دا الليل في قسمي مجنونه هادي البنت شكلها ماتخاف علي نفسها وسمعت اهلها لا انا لازم الاقي حل لـ هالمهزله واحط لها حد
9666,9956,و المسكينـه اللي كانت مصدومه من الموقف اكثر منــه راحت لغرفتها بسرعه ورمت نفسها علي السرير وقعدت تبكي وتقول في نفسها انا ايش اللي وداني هناك كان لازم يعني ارجع لغرفتـه والله اني هبله هبله دحين ايش بيقول عني الرجال دايماا تصير دي المواقف البايخه معاه
9667,9957,وعلي السـاعه الصبح في بيت جات مع عشان تسلم علي اهلها قبل ماتسافر مع ويقضوا شهر العسل
9668,9958,وهيا تسلم علي امها بتووحشيني ياماما
9669,9959,وانتي اكتر ياقلبي
9670,9960,وهوا يسلم علي عمته نشوف وجهك بخير يا امي
9671,9961,والدمعه في عيونها تروحو وترجعوا بالسلامه يارب انتبوا علي نفسكم
9672,9962,وهوا يطالع في بحب لاتوصي حريص
9673,9963,وبعد ماتسلم علي وابوها
9674,9964,يالله قومو مشينا انا بوصلكم
9675,9965,وهيا تحاول توقف دموعها دقيقه ماسلمت علي فينها
9676,9966,والله مدري اظنها في غرفتها مع روحي لها وسلمي علي خالتك مره وحده
9677,9967,وهيا تطلع من الغرفه بسرعه طيب عن اذنكم
9678,9968,خلاص احنا نستناكي في السياره يالله
9679,9969,وطلعت في الدرج للدور التاني وهيا تفكرغابت عن بيتها يوم واحد بس و تحس انها اشتاقت له كل هالشوق وتقول في نفسها يا اله شو هالشعورر اللي فيني والله احب بيتا كيف بعيش بعيده عنـه راحت لغرفه وجات تبغا تدق الباب بعدين قالت في نفسها ليه ما اسويها لها مفاجئـه وفتحت الباب بقوه
9680,9970,مرحبا ا انا هنا ا
9681,9971,صرخت من الفرحه وقامت نطت تجري وحضنت مني من الفرحه
9682,9972,قلبي ايش اللي جابك
9683,9973,وهيا تضربها علي ضهرها بخفه ماتستحي احد يقول لاخته كدا ولا خلاص لاني اتزوجت بتطرديني من بيتـي
9684,9974,ودموع الفرح تتجمع في عينها وتبعد نفسها عنها لا والله ماعاش من يطردك حبيبتي
9685,9975,ه تسلميلي ياقلبي
9686,9976,احم احم نحن هنا
9687,9977,وهيا تلتفت لمكان الصوت حبيبتي انتي كيفك
9688,9978,وهيا تسلم علي مبروك ياعروسه
9689,9979,بخجل بسيط يبارك في عمرك
9690,9980,وهيا تغمز لها اشوفك محلوه يوم واحد من اتزوجتي وصار فيكي كذا اجل لو نشوف بعد سنه وش بيصير فيكي وقتها
9691,9981,وهيا تلاحظ فعلا تورد خدود والجمال اللي حل عليها من امس لليوم اي والله صح شو سوي فيكي طالعه تجني
9692,9982,وهيا تدفهم هما الاتنين بحجل فظيع دب ماتستحو علي وجيهكــم بعدوو عنـي
9693,9983,واللي ماتقدر علي الاحراجات المهم انا جيت اسلم عليكم لاني مسافره بعد شويه
9694,9984,بدهشه بالله وفين بتروحو
9695,9985,وانتي وش دخلك لاتتلقفين
9696,9986,مدري والله ماقلي قال ايش مفاجئه
9697,9987,اها مفاجئه طيب يلا مصيرنا نعرف
9698,9988,ه والله انك ملقوفه درجه اولي
9699,9989,باستغراب وي ايش فيها لازم اعرف اختي فين رايحه ولا هادي فيها شي كمان
9700,9990,لا بس مو من اول يوم بزواجها تتلقفين خليهم براحتهم
9701,9991,ه لاعادي مافيها شي
9702,9992,وهيا تبتسم بخبث اقول اول ماتوصلي هناك كلميني وياريت مايكون جمبك
9703,9993,وي وليش يعني
9704,9994,وهيا تقرب منها وتهمس في اذنها بصوت واطي عشان اعرف اخبار امس
9705,9995,انحرجت مره ودفت بعيد عنها والله انك ماتستحي بعدي عني اشوف بعدي يلا
9706,9996,ه هااي ايش فيها انا بتزوج عن قريب ولازم اعرف كل شي
9707,9997,وهيا تبتسم لها بخبث خلي يعلمك
9708,9998,وهيا تضحك علي شكل اللي قلب اصفر من يوم ماقالت ه يلا تروحين وترجعين بالسلامه يارب
9709,9999,الله يسلمك يلا اشوفكم علي خير
9710,10000,وقربت من وسلمت عليها وقربت من وحضنتها
9711,10001,اتصلي عليا يادبه دايما مدري كيف بعيش في دا البيت من دونك دحين يستفردو فيا
9712,10002,ه لالا تخافي قريب بتلحقيني نسيتي انه فرحك بعد شهر ونص
9713,10003,وهيا تسايرها ه صح بس الله يعينني في دا الشهر والنص عليهم
9714,10004,امين ولاتنسي خدي ماما وجهزي نفسك من دحين تري شهر ونص فتره قليله وانتي مامداكي اشتريتي شي
9715,10005,وهي تضيع الموضوع وتقلبه علي عشان تحرجها المهم انزلي لاتتاخري علي تلاقيه قاعد يستناكي تحت علي نار
9716,10006,وخدودها شابه ضو من حركات والله انك دبه مالك دخل في علي نار ولا علي تلج
9717,10007,ها اشوفك بدت الغيره من دحين
9718,10008,ه خلاص خلاص
9719,10009,يلا مع السلامه
9720,10010,الله معك
9721,10011,قبل ماتخرج الا صح فين خالتي ابغا اسلم عليها
9722,10012,والله نايمه تبين اصحي لك هيا
9723,10013,لالا خلاص مو لازم بس سلمي عليها
9724,10014,وهيا تشوف تخرج من الباب استني
9725,10015,التفت لها ها نعم
9726,10016,وهيا ترجع تبتسم بخبث لاتنسي اتصلـي عليا عشان نتفاهم وغمزت لها
9727,10017,وهيا تقفل الباب بقوه ماني متصلــه
9728,10018,وبعد ماراحت نزلوا و للصاله تحت عشان يقعدوا مع وهما نازلين قاعدين يتكلموا عن وكيف كانت امس طالعه في الفرح
9729,10019,والله امس كانت مره تجنن الكل مدحها
9730,10020,اي والله الله يحفظها يارب من عيون الحساد
9731,10021,اقول بنات وحده فيكم تروح تجيب مو بالعاده مايصحا لدا الوقت
9732,10022,ارتبكت لمن قالت كدا ماتبا تروح لقسم من بعد موقف امس لكن
9733,10023,وهيا تمشي عنهم انا مالي دخل جيعانه بروح اكل لي اي شي ما اكلت حاجه من امس
9734,10024,طيب حضري الفطور معاكي للكل محد فطر لسه
9735,10025,لالالالالا خلاص بطلت بطلع اجيب
9736,10026,بكسلخلاص طيب
9737,10027,اما فانحرجت مابقي الا هيا ومستحيل ترد خالتها فما عرفت ايش تسوي
9738,10028,يابنتي معليه روحي جيبي الله لا يهينك
9739,10029,افا عليكي ياعمتي تامرين امر
9740,10030,وطلعت بشويش وهيا تدعي في قلبها انه مايكون موجود
9741,10031,راحت للقسم وحطت الطرحه علي راسها احتياط لو كان موجود ولمن وصلت دقت الباب ومحد رد عليها فقالت في نفسها شكله ماهو في
9742,10032,دخلت وراحت لغرفه لقتـه لساته نايـم
9743,10033,حبيبي قوم يلا خلاص بسك نوم
9744,10034,وهوا يفتح عيونه بشويش
9745,10035,وهيا تبوسه علي خده يالبو علي الناام قوم حبيبي يلا ماتبا تنزل تلعب معايا تحت بالمرجيحه قبل ما اروح انا حروح في العصر يلا قوم
9746,10036,وهوا يقوم ويرمي نفسه علي انتي
9747,10037,وهيا تشيله ه طيب يلا تعال اوديك الحمام ونغير لك ملابسك
9748,10038,وقعدت مع تروشه وتغير له ملابسه وتضحك وتلعب معاه شويه وبعد نص ساعه خلصت له لبس
9749,10039,فقام يجري
9750,10040,وهيا تلحقه ه يلا
9751,10041,ونزل طبعا قبلها يجري وهيا خرجت وراه وقفلت باب غرفته وانصدمت قدامها جالسه علي كنبه في الصاله ويطالع فيها بنظره غريبه مافهمتها
9752,10042,ارتبكت لمن شافته وعدلت الطرحه اللي كانت علي راسها ومشيت من قدامه تبغا تروح بسس
9753,10043,لحظــه لو سمحتــي
9754,10044,وقف قلب لمن سمعت صوته ياويلي وش يبا مني
9755,10045,وهيا تلتفت له نعم
9756,10046,وهوا يوقف ممكن اتكلم معاكي شويه
9757,10047,باستغراب خير
9758,10048,وهوا يدور بعينه في كل مكان الا جهتها قال بارتباك معليه لو ماعليكي امرر اتفضلي اجلسي شويه
9759,10049,بحيره اتحركت وجلست علي كرسي بعيد عنه شويه طيب
9760,10050,جلس وقال بتردد انا ما ابغاكي تزعلي مني لكن في موضوع مهم مرره لازم نتكلم فيه
9761,10051,عقدت حاجبينها باستغراب لكن ماعلقت وكمل
9762,10052,احم انتي انسانه رائـعه وعملتي معايا ومع ولدي اللي محد قدر يسويه وكفيتي ووفيتي في كل شي عملتيه معانا وانا مقدر لك وشاكر كل اللي عملتيه وفضلك وجميلك شايله علي راسي من فوق بس انا انسان وفي لزوجتي واخلص لها بكل ذره في كياني حتي بعد ما اتوفت وصراحه وبدون زعل بتواجدك في حياتي وحياه ولدي احس اني اخون ذكراها وحبها في قلبي فلو سمحتي وهوا يرفع عينه لوجهها ابعدي عن حياتي وحياه ولـدي لانه تواجدك يشكل خطر علي ذكري في قلبي وفي حياتي
9763,10053,بهتت في هاللحظه مو مصدقـه اللي بتسمعه اذنها يقولـي كدا ليــه انا شسويت
9764,10054,بارتباك والدموع تتجمع في عينها من الحزن ليه انا شسويت عشان تقولي كذا
9765,10055,وهوا يحاول يتاكد من كل حرف قبل ماينطق به ماسويتي شي انا اللي سويت
