,start_time,end_time,Egyptian_Text
549,353.508,368.589,اه و و ايضا يعني احنا وصلنا لمرحله صعبه جدا اني من المفروض و من الطبيعي جدا لما الزوج يرجع بيته انه خلاص ي كل واحد يسيب تلفونه يستريح يفضفضوا و يتكلموا
550,369.11,380.47,يحصل ما بينهم تناقش علي موضوع اه يحصل ما بينهم اه يعني مو اقصد ان هم قعده وديه اقصد كدا يعني
551,390.36,392.079,نحاول نقلل ال
552,393.138,395.198,فممكن نحنا نبدا الخطوات دي كدا
553,412.489,432.16,فكره جدا جميله اتمني ان بجد نبدا بيها بنفسنا الاول و نطبقها و انها تنتشر بشكل ايجابي و تاثر في الناس و في افراد الاسره انت مش متخيله حقيقي ان موضوع السوشيال ميديا والتلفون ماثر بسا بشكل سلبي كبير جدا علي الاطفال قبل الكبار
554,444.979,462.309,صحيح دا اكبر اكبر اه يعني مساوئ اللي بتنضلها بسبب السوشيل ميديا انا فعلا النقطه دي خلينا نتكلم عنها بعد شويه بشكل اوضح نقطه الطفل و التلفون ما يصحش ابدا ان هو يمسكه و ان كل داوت
555,464.089,494.318,فا اه لكن انا عائز اتكلم برضه في نقطه بسيطه ان في نفس السياق اللي انت قولتيه ان نرجع ثاني ان يبقي في للمه روح وطعم ان نحنا نرجع ان ذي ما قلتي لما يكون في لمه اه اسريه او لمه ما بين الزوج و الزوجه ا ال لما بسبب مناسبه في الع في العائله نرجعها فعلا ان يكون ليها روح و و طعم و ي امم يكون في الدوشه العائليه المصريه الاصيله فاهم قصدي
556,520.339,534.58,اه انا بقترح ومن وجهه نظري انه ما فيش طفل يقدر يمسك التلفون او نخليه يمسك التلفون و هو في السن اللي انت ب تتكلمي فيه ذا اربع سنين او خمس سنين او حاجه ذي كدا
557,535.429,558.518,حتي لو مسكه او اضر انه هو يمسكه بسبب الدراسه الاون لاين دي الوقت ان يبقي هو ماسكه علي شان هدف معين هو ماسكه علي شان هو بيتفرج علي الحاجه التعليميه دي مش اننا نسبله اليوتيوب براحته مش اننا اجيب له تلفون يبقي خاص بيه لوحده مش انه هو يكلم صحابه واتساب ولا ايه عمل اكاونت هينا وهينا انا بجد بشوف الاطفال بشكل غريب جدا ال الفتره دي يت
558,558.919,566.288,و ايضا لما هم يمسكوا التلفون علي شان حتي يتبعوا اه في ذي ما قلت لك التعليم الاون لاين
559,567.048,583.719,يبقي في رقابه اكثر يعني في برامج دي الوقت احنا توصلنا ان بقي في برامج بتقدر تتحكم في تلفون الطفل انها اه يفصل بعد قد ايها او انه هو يفتح ايه او انه ينزل ابلكيشين ايه فا اكيد تعرفي البرامج ديت و سمعتي عنها يعني
560,599.029,600.219,مظبوط جدا
561,617.12,618.969,ايجابي
562,621.482,643.869,تمام اه السوشيل ميديا ليه فوائد كبيره جدا و عظيمه جدا ما نقدرش انقلل منها بصي السلبيات اللي هي اه ظهرت بسببها الا اني انا دايما مقتنعه و حابه اتكلم في النقطه ديه جدا اني اللا السلبيات دي هي ظهرت بسببنا احنا مش بسبب مثلا السوشيل ميديا فاهمه قصدي
563,666.888,683.59,اولا من فوائد السوشيل ميديا انها زي ما قلت قربت البعيد خلتنا ماانحسش بطعم الغربه ابدا اه صرنا لما مثلا يكون في حد مسافر انا اعرفه اخوي ام ابني مثلا اي حد قريب مني مسافر
564,684.83,712.45,انا ما بقتش احس بطعم الغربه  ولا بقيت احسن بان هو ادي ايه بعيد بسبب السوشيل ميديا بقي في مثلا حاجه اسمها فيديو كول خلاص انا بقيت احس انه الشخص ده قدامي بكلمه فيست تو فيست يوميا كل شويه امم ثاني نقطه برضه من فوائد السوشيل ميديا انها بتوسع دائره العلاقات الاجتماعيه جدا بقي كل واحد ليه صحاب عالواتس اب بقي ليه صحاب علي كل ابليكيشن فيسبوك انستقرام  سناب شات اي ابلكيشن بنزله ب يبقي لينا صحاب عليه
565,713.84,715.291,تمام
566,731.628,750.759,صح جدا يعني النقطه دي مهمه جدا انها بقينا نعرف اه مش بس كل دول العالم الاخبار السياسيه الاجتماعيه اه اي اخبار فيت بتحصل في العالم حتي لو بسيطه بتكون البشر متشكل كبير  وبسرعه جدا في وقت قليل بسبب السوشيل ميديا
567,778.009,778.748,صحي
568,779.268,799.988,كتير لنا او معظم بقي عنده صحاب اه سوشيل ميديا اكتر من صحابه اللي هما بيقابلهم بالحياه وقت الجامعه او في الشغل او في اي اه حاجز في حياتنا يعني و بقينا ب نتكلم معهم لعلمك اكتر ما ب نتكلم مع قرايبنا و ب نتكلم مع اصدقائنا في الدراسه او في العمل
569,813.798,818.619,تمام اول حاجه في السوشيل ميديا من سلبياتها انها بضيع الوقت
570,819.048,826.268,هي مضيعه للوقت كبيره جدا انا اقصر سلسله اقدر اقولهولك اني انا لما بفتح تلفوني و اقول ان انا حقعد خمس دقايق
571,826.759,829.6,انا اوردي اصلن ما بخرج الا و انا و معديه الساعه
572,846.949,849.908,صحيح جدا انا بحس انها دوامه و بتسحبك
573,850.488,861.548,فدي اول نقطه تاني نقطه اني ال المواقع عموما هي ابتدات تلعب دور سلبي علي العلاقات الاسريه زي ما اتكلمنا اني هي بتفكك الترابط بتاع الاسره
574,861.979,877.778,انها خلاص بقينا كل ما نقعد اه مع اي حد اه سواء من افراد اسرتنا الزوجه الابن الاب او الام اه كل واحد ماسك تلفونه هو ما بقاش انه احنا بقينا بنتكلم مع بعض اكتر ما بقاش في ما بينا ترابط اكتر
575,879.169,907.419,اه و ده طبعا ب يؤدي ايضا من سلبيات سوشيل ميديا انه ب يؤدي لعزله اصبح التفاعل في الحقيقه اه اقلل ب كتير من زمان د لوقتي ح نلاقي كتير جدا مننا اه ما بقاش يع اه كويس جدا بيتكلم باجتماعيه وباسلوب لوق اوي علي السوشيل ميديا لكن في الحقيقه فيست تو فيست تلاقيه هادي اوي و مش قادر يتكلم و خجول و فا فبجد الناس دي حصلهم عزله
576,927.829,946.718,تمام اولا يعني زي ما قلتلك ان احنا لازم نبدا بنفسنا ما ينفعش ان انا اه الحاجات اللي انا حقولها و الخطوات البسيطه اللي انا حقولها اني انا ابتدي بقا اطبقها علي اطفالي او علي الاشخاص افراد الاسره الباقيين لا لازم نبدا لازم بنفسنا علي شان بعد كذا اقدر اه اطبقها علي ال الشخص الاخر
577,947.178,960.729,اني انا من رايي ان احنا نحاول نسيطرعلي حياتنا بشكل اكبر يعني مثلا الاطفال خلاص زي ما قلت لك احنا مش حنخليهم يمكسوا التلفون طول اليوم حتي لو للتعليم او بسبب حاجه معينه
578,961.669,972.788,و اتمني ايضا ان يكون زي ما قلت في رقابه ما ينفعش ابدا اسيب للطفل التلفون بدون رقابه اه لان السوشيال ميديا خطر جدا علي الاطفال
579,973.309,974.888,اكيد عارفه النقطه ديت
580,1006.399,1011.098,صحيح جدا و المثال بجد بتاعك رائع جدا انا بشكرك عليه
581,1011.619,1028.769,اه فعلا اي ال ال ال الشيء الغلط اللي بينتج عن الحاجه او الاستعمال اللي انا بستعمله دا بينتج بسببي انا مش بسبب السكينه يعني اقصد برضه مش بسبب السوشيال ميديا زي ما قلت لا المساويء دي نتجت علي شان انا استخدمتها بشكل خاطئ
582,1029.347,1032.278,ايضا انا حابه معليش اه انوه علي حاجه
583,1033.009,1040.019,في نهايه لقائي معاكي انه نحاول علي قدر المستطاع ان احنا نس يعني نعمل يوم
584,1040.597,1051.869,يكون يوم كل فتره كل اسبوع اه كل كم يوم كذا نقدر نخرج فيه مع الاسره نتجمع فيه اه ما يك ما نمسكش في التلفون كثير
585,1052.808,1054.748,نرجع ثاني روح اللمه
586,1056.019,1056.639,ال
587,1082.089,1084.029,انا كنت عايزه اسالك سؤال
588,1088.538,1094.138,اه ايوه انا كنت حابه اقلك يعني اني السوشيال ميديا
589,1096.339,1097.978,سمعاني حضرتك كذا
590,1102.578,1116.219,كنت حابه اضيف شيء بسيط جدا ان السوشيال ميديا احنا نقدر اه نحولها من ان هي تكون سلبيا ان احنا نحولها ايجابيات يعني انا ممكن استخدمها في انها تقدر تفيدني مش تضرني
591,1129.548,1131.578,صحيح جدا ده اللي اقصده بالضبط
592,1161.348,1176.4,صحيح جدا و وانا حابه بجد اشكرك علي الموضوع الهائل اللي انت خليتينا نتكلم فيه النهارده و اتمني ان انا اكون قدرت ابسط المعلومات بشكل بسيط و سلس وان هي اه تكون الناس قدرت تستوعبها و تفهمها
593,1189.488,13.587,مع السلامه صباح الخير النهار ده يوم مميز جدا و كمان موضوعنا مميز و كمان ضيفتنا مميزه اولا خلينا نرحب بضيفتنا اه الغنيه عن التعريف
594,15.549,26.319,نقول لها انه نحن النهار ده حابين نشارك معها موضوع مهم جدا و هو موضوع ح يستفيد منه كل حد ح يسمعنا كل حد من افراد الاسره اهلا بك
595,39.055,46.528,اه في البدايه كنت حابه اتكلم معك اه النهارده عن موضوعنا و هو عن الرياضه
596,47.209,56.83,حابين نعرف منك اهميه الرياضه و انه هي اه مدي تاثيرها علي الانسان و انه هي اه ازاي بتشكل فارق عظيم في حياته
597,57.319,85.029,اه طبعا احنا في غني تعريف الرياضه لان الرياضه هي شيء اساسي لابد منه في حياه كل فرد من افراد الاسره من اصغر فرد الي اكبر فرد كثير مننا يبقي مثلا شايف ان الرياضه لها سن معين ولكن الرياضه للاسف هي مش محدوده بسن خالص كثير مننا ب يقدر يحقق فيها انجازات انجازات كبيره جدا سواء كان صغير جدا في السن او كبير جدا في السن
598,85.589,87.8,فا اه تعليق حضرتك اي دكتوره
599,89.41,90.661,اي اولا كان
600,92.93,96.22,خليني اقول لك الشبكه بتقطع لو سمحت انا مش سامعاك
601,99.05,100.833,الصوت كذا واضح نعم
602,104.959,106.269,خليني اقول لك ان
603,140.761,145.294,صحيح جدا اه كلنا عارفين فعلا ان الرياضه هي ب اه
604,145.75,160.148,بتجعل اه بتجعلنا عندنا صفاء ذهن اكبر و كمان ب تخلينا نتحرر من الضغوطات و الاعباء اه اللي بتكون موجوده علينا بسبب ال اه المشاكل و اعباء الحياه
605,160.668,173.679,اه كلامك رائع جدا دكتوره فكنت حابه ان انت ت تكلميني اكثر عن اداء التمارين و النصائح اللي ممكن تخلي جسمنا ب يستفيد بشكل اكبر و انه انا ازاي امارس الرياضه بشكل صحيح
606,213.839,221.199,تمام جدا كثير مننا للاسف اه دكتوره ب اه ب يمارس الرياضه بشكل خاطئ جدا يعني
607,222.252,236.268,اه زي ما قلتي مش ب يمارس مثلا اه الرياضه اللي هي التمارين الهوائيه اه فا ب يدخل علي طول في الرياضه اللي هي ب تكون محتاجه بذل جهد اكبر ودا طبعا خطا شائع جدا
608,236.902,244.77,و اه ايضا في اخطاء كثيره حابين نتوالاها نتناولها معك اليوم اه بتكون خاصه بالرياضه
609,245.33,247.463,و لكن اه ه اسالك سؤال
610,249.327,265.959,مهم جدا هل ممكن الواحد يعتمد في حياته بشكل اه دائم و مستمر علي التمارين الهوائيه دون انه ما يحتاج انه مثلا يرفع اثقال او زي ما قلت لك انه يعتمد انه اه يمارس رياضه تحتاج لبذل مجهود اكبر
611,324.025,350.948,اه جميل جدا طيب ممكن نتكلم عن او تكلمينا عن النصائح المهمه التي يجب ان نتبعها قبل البدء في الرياضه بصفه عامه يعني مثلا ايه الاشياء اللي احنا المفروض نتجنبها الاشياء المفروض ان احنا ن نعملها قبل ما نبدا في الرياضه لانه زي ما قلت لك للاسف في اه اخطاء شائعه جدا اه في ناس كثيره بيعملوها و بيظنوا انها بتكون صحيحه
612,351.379,355.389,اه فحابه ان انا اتكلم معاك في النقطه دي باستفاضه اكثر
613,357.23,358.589,اه شوفي اهم حاجه
614,359.448,360.879,بقدمها لاي حد
615,426.859,443.109,صحيح جدا اه للاسف زي ما قلت انه في بعض الاخطاء الشائعه اه اللي ب بيمارسها بعض الرياضيين و للاسف اني من غير م ما ياخذوا بالهم اني دي بتاثر عليهم بشكل شكل سلبي
616,443.568,448.958,ايضا اه في نقطه من الاخ من ضمن الاخطاء الشائعه اه المنتشره جدا
617,449.629,472.989,اني اه لو حد مثلا عنده مرض اه او اصابه ما م بتعمنعهاه بتجعله اه ما يقدرش يمارس رياضه معينه فتلاقيه انه هو يمتنع عن الرياضه تماما فهل ذه صحيح و اللا اه المفروض ان احنا ما نمتنعش عن الرياضه و انها اسلوب حياتنا و اللا ممكن يكون اه في
618,473.509,480.938,امور معينه او اه امراض معينه او اصابات معينه اه بتمنعني فعلا من اني انا امارس الرياضه
619,565.009,566.918,تمام جدا و الكلام رائع
620,569.119,574.09,طيب كنت حابه اتكلم معاك في نقطه كمان و هي
621,574.819,579.278,او نتطرق في الحديث اليها م اه في جهه اخري
622,580.22,590.258,من الرياضه و هي من وجهه نظرك ما هي اكثر رياضه مشهوره ممكن يكون الناس بيمارسوها و بيشاهدوها بشكل اكبر من المعتاد
623,627.559,635.499,اه زي ما قلتي انه كره القدم ه الكره القدم هي من اشهر الرياضيات الرياض الرياضيات
624,635.928,640.75,اه في مصر اه هل ايضا في اه
625,641.239,651.61,نوع اخر من الرياضه يليها في اه اه اقصد يعني انها تكون اه من اكثر ال الرياضيات ايضا في مصر
626,652.219,658.899,يشاهدوها الناس بكثره علي المعتاد اه تكون موفضاه لديهم اكثر
627,660.528,661.509,من وجهه نظر
628,708.08,718.989,تمام جدا وكمان اه بما ان حضرتك تكلمتي عن انواع الرياضات الاخره زي الفروسيه والمبارزه اه والرمايه اه مم
629,720.23,740.11,اه هذه يعني وصانا الرسول بها يعني ان نحن نعلم اولادنا الركوب الخيل و واستخدام القوس والسهم علي شان يتمكنو من صيد الطعام والقتال في الحروب ذي كانت من العادات القديمه جدا ال نحن تربينا عليها زمان واه واجدادنا ربونا عليها
630,740.568,759.849,اه خلين عن انواع الرياضات اي ممكن ان نحن نكون بنمارسها بمصر بشكل كبير والشباب بيتهافتون حولها باعداد كبيره طبعا حضرتك قولتي اه في البدايه ان هي اكتر رياضه ممكن تكون في المقدمه هي كره القدم اقصد ماذا يليها
631,764.869,765.548,افندم
632,780.589,781.509,تطورا
633,782.75,784.089,خاصتا عندنا
634,799.908,817.899,تمام جدا اه كنا حابين حضرتك تعرفينا او نتكلم اكتر عن الالعاب المائيه وهل هيه احد الرياضات المستحدثه في مصر اخ ولا هي من الانواع الرياضات القديمه وهل هي من الذين يتهافتون عليها الشباب ام لا
635,863.449,870.092,طيب دكتوره خلينا نتكلم عن نقطه مهمه جدا وهي نقطه اخ
636,870.589,883.839,ذوي الاعاقه هل مصر تنظم اه رياضه لذوي الاعاقه والاحتياجات الخاصه ولا اخ للاسف م ماعندناش التطور اوهذا النوع من الرياضه
637,941.029,947.048,اه طيب من وجهه نظرك يعني حابه اسالك سؤال اخر
638,948.258,970.658,هل اه او بماذا تنصحين لالكبار في السن بالرياضه هل اه يمارسون انواع الرياضه الهوائيه مثل ما قلت في الاول و اللا يمارسون انواع رياضه اخري اه و اللا بتعتمد علي مثلا الشخص مم و قدرته او اه جسمه او كذا
639,1022.6,1050.189,و صحيح دكتوره كتير مننا بيقول ان انا خلاص يعني انا كبرت في السن فانا بصحي الصبح اشرب قهويتي في البلكونه او الفرنده و خلاص يعني انا اه اقرا المجله اقرا مثلا حاجه اتابعهها علي التفزيون و بكتفي ب بهذا الجهد البسيط و لكن حضرتك نوهتي و اكدتي علي ان حتي لو كبار في السن فمن الضروري ان احنا نتبع
640,1051.098,1056.278,اه نظام رياضي صحيح اه حتي لو بعض الرياضات البسيطه
641,1056.92,1071.038,مثل المشي او مثلا الجري في اماكن اه اه مناظر طبيعيه اي او مثلا ان انا اعمل نوع من انواع الرياضه الخفيفه في الجيم صحيح كذا
642,1115.269,1121.828,حلو جدا دكتوره و خليني انهي معاكي اه مقابلتي النهارده بسؤال حلو جدا و بيتكرر كثير
643,1122.47,1131.22,هل الرياضه او النظام الرياضي صحيح هو اي وسيله مهمه جدا من ضمن وسائل اني انا افقد وزني
644,1152.588,1164.789,في النهايه حابه اشكرك جدا دكتوره علي مقابلتي النهارد معاكي اه و سعيده جدا باستضافتك حقيقي انا بتابعك كثير جدا و كنت بتمني اني انا اه
645,1165.909,1196.769,يعني ت تنوريني في البرنامج النهارده فبشكرك جدا علي المعلومات الجميله جدا اللي احنا استفدنا منك النهارده منها و كمان بتمني ان احنا نكون قدرنا نوصل المعلومات بشكل بسيط لكل الناس و والنهارده نكون استفدنا ان الرياضه هي لابد منها بشكل يومي اه سواء صغير او كبير او حتي شب او بدين او حتي لو انت مش بدين او مش عايز تعمل دايت الرياضه اسلوب حياه شكرا دكتوره ليك
646,1202.298,8.437,و انا اكثر السلام عليكم السلام عليكم وعليكم السلام ورحمه الله وبركته ازيك يا يوسف عامل ايه
647,15.02,16.149,يوسف معايه
648,17.222,19.84,اه اه عامل ايه واخبارك ايه طمني عنك
649,23.899,26.26,ربنا يعينك انت سنه كم دا الوقت
650,26.78,27.879,في صف كم
651,31.76,35.529,ان شاء الله باذن الله الفصل الدراسي عندكم بيبدا من شهر كم
652,45.169,48.189,هو انت حاليا كنت بتدرس اونلاين صح السنه دي مثلا
653,51.74,54.939,كلها اونلاين ما ما رحتش غير قليل جدا صح
654,69.23,70.029,همم
655,70.639,75.61,طيب انت عاملي في الدراسه اخبار دراسه عندك ايه اونلاين احسن واللا طبعا لما بتروح المدرسه
656,79.79,80.41,ليه
657,106.01,108.19,برافو وانت بتركب واجبات يا يوسف
658,111.559,112.75,الحمد لله
659,114.41,116.8,بدرس ايه بقي كلمني عن در دراسه بتاعك
660,117.919,121.839,مثلا في العربي بما اني انا ميس عربي فانت بتدرس ايه في العربي
661,142.279,145.089,تمام مثلا قلي كدا الشعر بيشبه الشعر اللي عندك
662,150.889,154.509,الدليل الجذري بيقلك احمد شوقي دي الوقت انت الصف السادس صح
663,161.0,163.058,والله عندك استفاضه احمد شوقي
664,169.669,170.649,قلي كدا
665,173.6,176.08,قلي حاجه كدا منهم واللا انت مش في دماغ حاجه دي الوقت
666,179.899,180.759,برافو
667,182.6,185.259,طيب انت خالص انت خلصت العربي صح
668,188.57,191.77,الحمد لله هي المناهج بتاعتك بتكون عربي واللا بتكون انكليزي
669,200.21,202.0,يعني مثلا الرياضه عندك
670,202.49,207.61,الرياضيات او الحساب بتدرس او العلوم والدراسات بتدرسها بالعربي واللا بتدرسها بالانكليزي
671,212.839,216.279,علي حسب اه المدرسه صح يعني مثلا
672,219.919,220.66,ازاي بقي
673,232.85,236.74,م تدرس لغه وحده بس صح اللي هي الانكليزي بس
674,241.91,245.589,ان شاء الله حابب تتعلم لغه ايه لغه ايه مثلا فرنسيه
675,250.94,252.94,صيني يعني بتفكر في الصيني
676,260.75,267.13,بالضبط فالصيني حلو جدا علي فكره لو انت بتفكر اتعلمها هيا لغه صعبه شويه بس مش حتكون اصعب منك علي فكره
677,267.679,281.41,انت اقوي منها يعني انت فاهم يعني لما حد يقول لك لا دا الغه صعب ما ما تجي ك لا علي فكره لا لا الموضوع دا مش مش كدا يعني الالماني انا كنت بتعلم الماني كان ناس كتير بقي فضلوا يقولوا الماني حتتعلمي الماني فراغ بصراحه بحب اللغات جدا
678,282.29,290.26,كاصرار بحب اتعلم اللغات وكنت شويه ماشيه في الفرنساوي وفي الانكليزي ودخلت شوي في الالماني الايطالي لا دخلت شوي كتير في التركي
679,290.809,292.359,حبيت تركي جدا يعني
680,293.6,294.64,فكان كل الح
681,301.1,304.69,بالضبط وبتساعد انك انت تكتسب ثقافه غير ثقافتك
682,306.29,307.838,يعني بتعبر ثقافات
683,308.389,315.609,بتخلي عندك كذا اه زي ما بنقول اه مهاره مثلا بتقدر تفكر كويس
684,338.839,342.919,بالضبط كذا يا يوسف ان شاء الله الموجه كذا تبقي نتكلم صيني
685,344.899,351.817,ان شاء الله باذن الله طيب اه عموما اه في الدراسه بتاعتك عندك قران بتدرس كم ماده مثلا
686,380.388,387.293,مجموعه سور مثلا اه من سوره النبا وكذا ولا مجموعه سور بتبقي موجوده في ايه يعني مجموعه سور اه
687,388.79,389.767,ايوه معاك سامعه
688,407.869,411.429,طيب وفي الدين عندك بتدرس ايه درست ايه في ال المعلومات الدينيه
689,418.397,419.378,تفتكر يا حبيب
690,419.898,421.147,الرسول صلي الله عليه وسلم
691,422.99,425.529,تفتكر حديث من الاحاديث اللي انت اخذتها
692,430.609,431.827,قول لي كذا حاجه
693,436.338,442.838,اه او بص مش لازم تفتكر بالنص نص الحديث لا قول في حديث كذا عن الرسول صلي الله عليه وسلم يعني
694,469.608,472.54,برافو عليك انا عارفه الحديث ذا بس فعلا انا مش فاكراه
695,474.769,478.688,مثل الصاحب الجيد مش فاكراه خالص طيب و ايه ثاني
696,488.088,489.49,كمان ايه ثاني
697,508.669,509.769,تمام برافو
698,511.818,517.6,طيب اه وبتاخذ ثاني ايه في الدين بتاخذ مثلا اه الوضوء طبعا والحاجات ذي كنت واخذها في صف اول صح
699,531.769,536.726,طيب عندك ايه بقي ثاني في الانكليزي خذت ايه في الانكليزي
700,539.358,541.658,اه بتاخذ ايه في الانكليزي
701,559.519,563.319,طيب احكي لي كذا عن شخصيه معروفه او اه عن التقاليد اللي انت عرفتها
702,571.25,572.558,خليل جبران اه
703,582.918,585.19,ايوه اسمه جبران خليل جبران صح
704,587.539,590.409,خليل جبران ولا الاول جبران خليل جبران
705,614.178,618.039,كانوا في امريكا ال اه الشماليه صح مش الجنوبيه ولا كانت في الجنوبيه
706,624.529,630.519,طيب وعندك مثلا في ال اه في دين كمان كان ايه غير احاديث الرسول صلي الله عليه وسلم
707,633.618,635.858,ايه ده بجد درست لمين من الصحابه
708,658.34,661.268,تمام طيب في ال اه تعرف في الخلفاء
709,664.069,666.581,طيب مين بعد الرسول صلي الله عليه وسلم
710,676.159,682.868,طيب اه لقب اه لقب عمر بن الخطاب كان عنده لقب كذا مشهور بيه اللي هو ايه
711,686.57,689.049,برافو طيب وعثمان بن عفان
712,695.555,697.599,سمي بذي التورين
713,702.919,706.48,برافو عليك طيب لماذا سمي اه بذي الهجرتين
714,711.678,712.419,ما شاء الله
715,712.969,716.018,طيب كويس جدا ما شاء الله معلوماتك الدينيه قويه جدا
716,728.569,741.396,طيب لو طيب لو انت مثلا عشت في زمن الرسول صلي الله عليه وسلم تحب تعيش تبع انهي خليفه الخليفه ابو بكر الصديق واللا عمر بن الخطاب واللا عثمان بن عفان واللا علي بن ابي طالب
717,747.018,748.212,علي بن
718,750.439,752.167,كلهم يعني مش حد معين
719,760.399,763.989,طيب الرسول صلي الله عليه وسلم كان حكي عن غزواته
720,765.23,771.009,او كيفيه نشر الرسول صلي الله عليه وسلم او معاناه الرسول صلي الله عليه وسلم يعني لينتشر هذا الدين
721,786.83,789.519,تمام طيب تعرف ايه
722,790.008,794.769,تعرف ايه ثاني اخذت حاجه اسمها تفسير تفسير القران الكريم واللا لسا
723,798.289,799.69,احكامه اخذت ايه في احكامه
724,808.789,811.09,طيب اخذت اخذت القلصوم
725,813.557,815.289,القلقله قلقله
726,818.48,820.72,طب تعرف هي ايه ومتجمعه في كلمه ايه
727,835.248,837.247,تعرف تقول لي مثال من للقران الكريم
728,846.469,848.138,ولقد خلقنا
729,848.959,851.739,ولقد خلقنا
730,856.098,859.958,اه ولقد خلقنا الانسان ونعلم ما توسوس به نفسه
731,860.418,861.277,ونحن
732,861.799,866.679,اقرب اليه من حبل الوريد ولقد خلقنا صح
733,873.019,873.848,قطب جد
734,883.249,885.61,بالضبط كذا طيب اخذت حروف المد
735,895.548,898.809,تمام دي الحلقات الطويله طيب تعرف الحلقات القصيره
736,902.809,903.49,قصيره
737,907.548,919.33,بص احنا عند الحركات بتنقسم لقسمين القسم الاول حلقه قصير قصيره اللي هي الحركه اللي هي الفتحه والكسره والضمه عند الحركه الطويله اللي هي الاف والواو والياء
738,920.779,923.649,طيب اخذت التنوين اكيد اخذت التنوين صح
739,939.499,941.205,تمام اخذت الاسم والفعل
740,953.628,955.268,الاعراب اخذت الاعراب
741,959.899,961.658,كويس درست بتعرف تعرب
742,965.569,970.568,قول لي كذا جمله واعربها انا مش اقول لك انا جمله واه واعربها لا قول لي انت جمله واعربها
743,977.538,978.367,حلو
744,987.259,988.089,المزيد
745,990.44,993.248,تمام استني خلينا في المثال اللي انت قلته اعرب هو لي
746,993.74,994.359,اعرب
747,994.82,995.649,لعب
748,998.808,1003.24,برافو ده فعل ايه انا عندي ثلاث انواع للافعال
749,1005.109,1007.768,فعل ماضي وفعل مضارع وفعل امر
750,1012.759,1017.189,برافو عليك ما شاء الله طيب ولعب الولد صح
751,1021.157,1022.767,طيب ال اه الولد
752,1031.99,1036.689,برافو عليك طيب لو احن قلنا مثلا بتاخذ ايه ثاني في الافعال المجرد والمزيد وايه ثاني
753,1043.688,1045.419,ايوه واخذت علامات الجر
754,1047.317,1048.508,علامات الجر
755,1052.449,1054.539,اه حروف الجر سوري حروف الجر
756,1060.879,1062.158,تمام يا يوسف
757,1062.89,1063.899,ما شاء الله عليك
758,1065.109,1068.367,طيب و في ال اه في العربي دا كدا في العربي صح
759,1070.569,1073.826,تمام طيب اه في ال في حاجات بتوقف عليك
760,1080.617,1081.93,اه انما العربي لا
761,1098.799,1101.43,فعلا عندك حق بس التاريخ عموما لو انت فهمته
762,1102.038,1117.598,ممكن تعبر بيه باسلوبك يعني مش لازم تحفظ نص الكتاب اللي هو دا راح ودا جي لا لا ممكن انت تفهم القصه يعني التا التاريخ دا عموما كقصه حص حدثت في الماضي فانت واتقول بقي تصيغها او تقولها باسلوبك انت فبالتالي همم
763,1118.059,1124.71,او مش عارفه هم عندكم بصراحه النظام بي بكون عامل ازاي يعني يعني انا اشتغلت مثلا مس في اعدادي بنين
764,1125.348,1144.868,كنت لما بجي اصحح ما كنتش بلتزم في نص الكتاب بصراحه ولا بم ولا بلتزم في نص النموذج اللي انا قدامي انا بشوف الاجابه لو الاجابه مثلا اللي هي مثلا الطالب عارفها من منه انه هو فاهم بديله الدرجه كامله او اديله نصها مثلا اللي هو علي حسب الكلام اللي هو كاتبه انت فاهم مش لازم في نص الكتاب انا كاسراء بعمل كده
765,1145.329,1146.068,يعني ب
766,1147.159,1149.53,في مجالي تخصصي انا
767,1150.068,1154.919,انما مش عارفه بصراحه عندكم ايه النظام بس بالتوفيق ان شاء الله يا يوسف ان شاء الله تحقق كل اللي انت عايزه
768,1160.389,70.209,تمام بالتوفيق في رعايه الله مع السلامه اي اهلا بحضرتك و مبسوطه جدا اني معاك النهارده و حنتكلم عن موضوع مهم زي دا و زي ما قلت هو موضوع بيمس و بيخص افراد الاسره كلها من صغير لكبير
769,70.94,80.559,اي زي ما قلت فعلا انه في عادات ممكن مع اه استمرارها ممكن تبقي عاده صحيه و نواظب عليها و ممكن تبقي عاده سيئه
770,89.9,99.099,اه شوفي انا حكلمك عن الموضوع بشكل مبسط جدا علي شان الناس كلها تقدر تفهمه و تاخذ المعلومات الصحيحه
771,104.629,127.18,الفكره كلها انه احنا يكون عندنا وعي وعي كافي و ان احنا نحصل علي المعلومه اه و تكون معلومه صحيحه و من مصادر موثوقه يعني مثلا اه انت لما تصحي بدري من النوم و تشربي اه الميه لازم اول حاجه نعملها لما نصحي من النوم نشرب ميه بقدر كافي جدا
772,127.91,130.72,لا يقل عن اثنين لتر في اليوم
773,149.36,154.899,للاسف صحيح اه شرب الميه اه شيء مهم جدا جدا جدا
774,155.809,157.059,و لا غني عنه
775,165.77,174.91,اه هكلمك علي الواتس و نبتدي يومنا كذا من اول ما بنصحي من النوم لحد ما بننام و ايه الحاجات اللي مفروض نعملها و تكون صح
776,175.729,194.05,اول حاجه ان نخلي الفطور بتاعنا يكون متكامل العناصر الغذائيه و نحاول ما ندخلش فيه اي نوع من الزيوت المهدرجه او الدهون و نعتمد فيه علي البروتين بشكل اكبر زي الكالسيوم و الكلام ده كلوا من بيض و لبن
777,199.429,200.169,مضبوط
